Group,Year,Month,Day,Time,End Year,End Month,End Day,End Time,Display Date,Title,Detail,URL,Image URL
出来事,1973,11,14,,,,,,,"葉山用地・尾久艇庫処分について
葉山用地
用地面積　832、630坪(基本財産)
イ基本財産につき、処分については、都庁の承認を要する
ロ、公益財産　(従来収益事業に使用のところ、収益事業を廃止し、昭和47年1月1日付にて公益財産に編入)
ハ、処分について課税の有無
A説　公益財産の処分収益は非課税
B説　当会の事業は殆ど収益事業に該当し、公益性がうすいので、課税の恐れがある
麹町税務署の意見
収益事業を廃止して処分すれば非課税なお「固定資産の交換」によれば、課税問題は生じない
尾久艇庫
借地　395.5坪(借地権譲渡承認の特約)
建物　延179,992坪(基本財産)
借地期限　昭50年7月末(更新承認の特約)
イ　三菱養和クラブに賃貸中(家賃26万円/月、修増築費は養和クラブ負担…各社の支出、収益財産)
ロ　処分について課税の有無
非課税　(B説　課税の恐れあり)
建物は老朽しているので価値はないが、地上権に値打ちがある
スポーツクラブ関係諸費用の分担について
1、固定資産税
イ　体育館地区(3000坪)及び戸田地区は、本年9月より現地引渡し済みにつき、本年9月よりスポーツクラブの負担とする
ロ　グランド地区(4000坪)は、体育館オープン時(昭50年2月頃)よりスポーツクラブの負担とする(48年度・49年度決算見込(概算)別紙の通り)
2、事務所関係
イ、人件費、公債費、交通費等はスポーツクラブ負担
ロ、室代、光熱費、事務用品費等共通経費は、来年4月以降人員割負担(いづれスポーツクラブ専用電話増設予定)以上",5582,,
出来事,1973,12,,,,,,,,国民生活安定化緊急措置法、,,,
出来事,1973,12,5,,,,,,,"昭和48年12月5日理事会議事録添付資料
1、巣鴨体育館の件
イ　設計変更について
去る7月以来5か月にわたり折衝が続けられていた本郷高校日照問題は、原設計5階建を別紙の通り4回建に変更することにより12月3日解決した。(なお、建築確認申請は12月4日認可を得たので直ちに工事を取進めることとした)
ロ　地鎮祭
理事長出席のご都合もあり、別紙の通り来年1月23日(水)執行することとした。
2、スポーツクラブ建設資金の醵出割当について
スポーツクラブ建設資金(設立のための諸費用を含む)は、最近の物価急騰により20億を超える情勢にあるが、これが醵出については、準三菱系各社の取扱いの問題もあるものの、原則としては金曜会メンバーに限定することが望ましく、醵出会社並びに醵出割当については、月曜会にて検討のうえ、月曜会において金曜会へ答申すべきものとした。(上記理事会の意向は、理事会終了後開催のスポーツクラブ諮問委員会に伝達し、了承を得た)","5586
昭和48年12月5日理事会議事録添付資料",,
出来事,1974,1,16,,,,,,,"昭和49年1月16日
尾久艇庫(基本財産)処分の件
所在　東京都荒川区東尾久八丁目26番10号
建物　延179坪992(木造スレート造葺2階建)
本物件は、借地(395坪５)上に所在しているが、建物も古く、且つ河川の汚染により艇庫としては不適当であるので、この度埼玉県戸田漕艇場にボートハウス建設、近く移転の運びとなるので、これを譲渡処分することとした。
なお、処分代金は基本財産に繰入る
(2)葉山用地(基本財産)処分の件
所在　神奈川県葉山町下山口1972
坪数　832坪630
従来当会保養所であつたが、建物が老朽化したので、昭和47年3月これを廃棄、現在は更地となつている
近時海の汚染もあり、保養所に適しないので、よい買手があれば、譲渡処分することとした。なお、処分代金は基本財産に繰入る",1974年1月16日,,
出来事,1974,2,,,,,,,,石油闇カルテル事件,,,
出来事,1974,2,13,,,,,,,"昭和49年2月13日理事会議事録添付資料
2、スポーツクラブについて
イ　巣鴨体育館の建設は、金曜会において一時中止(延期)のこととなつた旨報告があつた。
ロ　スポーツクラブ創業費について　別紙創業費につき説明あり、これを了承した。
ハ　戸田ボートハウス収支予算案について　別紙案につき説明あり、これを諒承した。
ニ　上記運営方針につき説明あり、これを了承した。
ホ　戸田ボートハウスは、4月29日開場披露することにつき、これを了承した。
ヘ　巣鴨グランド使用について
巣鴨グランド(現在未稼働)は、将来その用途が確定するまで、暫定的にスポーツクラブにおいてグランドとして使用することととなつていたが、体育館建設が延期のこととなる一方、千歳運動場の区画整理事業もいずれ近く着手の選びとなることでもあり、旁々グランドを長期にわたし未使用の状態においておくことは、時節柄何かと問題の糧になるので、取り敢えず或る程度の設備(フェンス・人工芝等1～2億円)を変え、体育館オープンを待たず、三菱従業員を中心とした運営につき検討を進めることを了承した。以上

昭和49年度事業計画書案
写生：体育に関する事業の管理運営を行う。
厚生に関する事項
保養施設
片瀬・松風荘、熱海・小嵐荘、箱根・宮城野荘(特約施設　伊東、鬼怒川、軽井沢)
体育に関する事項
体育施設
戸田ボートハウスの管理運営
公益事業に対し、助成を行う。
生活環境向上に関する助成
社会福祉事業に関する助成　以上","5611
昭和49年2月13日理事会議事録添付資料",,
出来事,1974,3,13,,,,,,,"昭和49年3月13日
(2)尾久艇庫を公益財産とする件
所在　東京都荒川区東尾久八丁目26番10号
建物　延179坪992(木造スレート葺2階建)
上記物件(借地(395坪5)上に所在)は、昭和49年3月31日をもつて収益事業を廃止し、昭和49年4月1日付をもって公益財産とすることを議決した。

昭和49年3月13日
(1)昭和49年度事業計画案並びに収支予算案承認の件
イ　養和会(プロパー)収支予算案承認の件
①施設使用料値上げの件
②会費値上げの件
③公益事業助成の件
ロ　うぽーつ倶楽部収支予算案承認の件
①　ボート部会費の件
ハ　総合収支予算案承認の件
(2)戸田ボートハウスについて
イ　使用規定の件
別紙につき説明があつた。
ロ　運営方法承認申請の件
運営方法につき、上記使用規定を添え、主務官庁(東京都庁)の了承を得たい旨述べた。
ハ　使用開始修祓式の件",1974年3月13日,,
出来事,1974,3,,,,,,,,,5645　スポーツクラブ戸田艇庫利用規則案,,
出来事,1974,4,10,,,,,,,"(4)スポーツクラブ建設資金借入れの件
スポーツクラブ(戸田艇庫・巣鴨体育館)建設に■し、第1回分として次の通り借入れることを全員異議なく承認可決した。
(イ)借入れ金額　232,511、552円
内訳
戸田艇庫新築工事費　216,720000円
創業費　15,791、552円
(但し、昭和49年3月末日までの分)
(ロ)借入れ先および借入れ金額
添付別紙の通り
(5)スポーツクラブ建設進捗状況について　予ねて建設中の戸田艇庫は、この程竣工、去る4月引渡しを受け、同日修祓式を執行した。開発披露は、■来る29日に行う。
巣鴨体育館の建設は、時節柄一時中止(延期)のこととしたが、主務官庁に対する手続きは取進めている
(6)公益事業助成の件　丸の内美化協会に対し、50万円寄附することとした。",5656 理事会議事録,,
出来事,1974,5,15,,,,,,,"昭和49年5月15日
1、スポーツクラブ建設借入れ資金(232,511,552円)は、五月10日までに全額入金した。
2、戸田艇庫新築工事請負契約は、4月20日付にて契約を締結、請負代金190,000,000円は、5月10日共同企業代表(株)竹中工務店へ全額支払った
3、丸の内美化協会に対する寄付(50万円)は、5月1日理事長より同会渡辺会長へ贈呈した。なお、社会福祉事業に対する助成(150万円)については、従来東京都民生局へ寄託していたが、本年度より理事会によいて樹種的に女性崎を検討し、贈呈することとした。","5672
昭和49年5月15日",,
出来事,1974,6,12,,,,,,,"昭和49年6月12日
(4)社会福祉事業助成の件
社会福祉事業の助成として、次の通り寄付することに決定した。
イ(財)老人福祉開発センター　50万円
ロ㈶医学研究振興財団　50万円
ハ豊島区社会福祉事業　50万円
附記
2、スポーツクラブについて
別紙資料により、戸田艇庫の運営状況、巣鴨体育館の建築規制解除(9月1日より工事再開の承認を受く)体育館運営の基本構想等につき報告説明があつた。なお、スポーツクラブの一環として、スポーツ医学センター(仮称)を設置する件については、医療事業計画に関する従来の経緯もあり、運営経費、医師の■得等種々配慮を要する問題があるので、慎重に検討すべきであるとの意見が述べられた

社会福祉事業に対する助成(150万円)
候補先
1、㈶老人福祉開発センター
2、㈶医学研究振興財団
3、㈶高松宮妃癌研究基金
4、豊島区社会福祉事業

備考
1、㈶老人福祉開発センター
設立　49年1月　天皇、皇后両陛下御結婚50年を記念して設立　明年度中に基金15億円を募金予定
目的(1)老人福祉思想の高揚普及
(2)老人職業の開発
(3)ホームヘルパーの養成訓練
役員　会長　木川田一隆　理事長　梅本純一
2、㈶医学研究振興財団
設立　48年10月
目的　スモン、ベーチェット病、重症筋無力症等難病奇病の研究を促進し、患者の社会復帰を助けるためのリハビリテーション施設の拡充等難病奇病対策　52年までに基金30億円をぼきんよてい
役員　顧問　鈴木善幸　理事　山本正椒

3、㈶高松宮妃癌研究基金
設立　43年11月
目的　がんに関する研究の奨励助成
役員　名誉総裁　高松宮妃殿下　理事長　岩崎藤子

4、豊島区社会福祉事業　豊島区長、区議には、今回巣鴨体育館建設に当り、本郷高校日照問題その他に関し大変お世話になった。今後■体育館建築、運営等につき種々お世話になるので、お礼の意味を兼ね■区所為の社会福祉事業に寄付する。　以上","5691
昭和49年6月12日",,
出来事,1974,6,12,,,,,,,"昭和49年6月12日理事会議事録添付文書
三菱スポーツクラブの件(経過報告)
1、スポーツクラブ第1回拠出金入金の件
戸田艇庫建設費ならびに創業費立替分として総額232,511,552円を金曜会会員27社より分担ご拠出を賜り全額入金した。
2、戸田艇庫利用状況
去る4月16日正式オープン以来利用者は予想を上廻る盛況で、5月15日までの1か月間に
宿泊者　延　433名
日帰り　延　171名
5月18日(土)には三菱商事対三井物産の対抗レースが行われたが、当日の入場者(選手ならびに応援団)数は150名に上った。
今後も6月8日(土)の重工社内レガッタを手はじめに各社の社内レガッタおよびこれに伴なう合宿練習等の使用予定によりフル稼働が見込まれている。
(中略)
巣鴨体育館新築工事に関する建築規制の件
首題工事は、政府の大樹男建築抑制の方針に沿い、去る2月末以来一時工事を中止しているが、この種5月29日の建築投資調整協議会において当方の縮小計画案(地上4階地下1階9631㎡)により9月1日より工事再開の承認をうけた。
ついては細部設計をつめ左上業者の見積もりを徴し7月の金曜会に改めて上程ご相談申上げることとしたい。
なお、9月1日工事再開の場合その竣工時期は来年の9月となる見込である。
巣鴨における三菱スポーツクラブの構想
いずれ7月の金曜会にお諮りすることであるが、現在プロジェクトチームを中心に事務当局がまとめつつある構想は次のとおりである。
(Ⅰ)施設の種類と配置
巣鴨の養和会所有地の内北側の■(10,083㎡)にまず体育館(地上4階地下1階延9,631㎡)を建て、次いで同敷地内の余積に建築規制の緩和を見次第「スポーツ医学センター」(仮称)1棟(延約400㎡)を並べて建てる。また南側の1筆(13,497㎡)を並べて建てる。また南側の1筆(13,497㎡)は8年前から運動場としての機能を休止し現在に至っているが、将来何等か別の用途が決定されるまでの間、暫定的にスポーツクラブの運動場として有効利用を図ることとし、そのため必要な整備を行なう
(2)体育館について
イ、収容施設
地階50mプール　男女ロッカー　サウナ
1階　事務室、ロビー
2階　球技フロア(バスケットボール　バレーボール　バドミントン　卓球等)
体操室、医務室、ナーセリー(子供室)
3階　集会室、視聴覚室教室
4階　レストラン、バー
ロ、運営の大綱
上記施設の利用は三菱27社々員を優先する。若い人達ばかりでなく、日常の激務により健康を害い勝ちの管理職その他中高年令層にも適当なスポーツ活動を進んで行わせるよう、明るいふん囲気と指導性を兼ね見えたクラブとしたい。また三菱社員の利用が少なくウィークデーの昼間は一般地域社会の少年少女、主婦等を対象としたスクーリング(水泳教室　体操教室　美容教室　肥満児コース等)を積極的に行ない市民の健康増進に寄与する。
上記活動に必要なスポーツ指導員は外部の定評ある指導者養成機関より派遣をうける。差当りは東京オリンピックにおける体操競技のゴールドメダリスト小野島、清子夫妻の主催ある㈱セントラル・スポーツクラブと提携する予定である

(3)「スポーツ医学センター」(仮称)について
三菱社員の出来るだけ広い層に体育館の利用を呼び掛けることと関連して、中高年令層または身体虚弱者等にも安心してスポーツ活動を楽しんでもらうため、本人の健康状態に応じた適切なスポーツ処方を与えることを目的とした「スポーツ医学センター」(仮称)を、当初体育館の一部に設置すべく検討中であったが、優秀な医師を定着させ有効な活動をしてもらうためには中途半端な規模設備では永続性が危ぶまれ、すくなくとも400㎡のスペースに最新のスポーツ医学用機械一式の設備を要すると考えられることから
イ、規模縮小(660㎡減)した体育館内ではそのスペースは得られないので、別に「スポーツ医学センター」専用の1棟(延400㎡程度)」を建てる。ただし、建築規制の存続する現在、体育館と同時着工は許されないので、将来規制緩和を見次第取りかかることとしたい。
ロ、この「スポーツ医学センター」(仮称)に関する初度投資額は医療機械等を別にすれば(機械器具類については三菱商事医療事業部のリース方式によることができる)さしたる額にはならないが、この種施設の性格上年々担当の経費補助が必要と思われるので、その計画および運営については、しかるべき医学専門家による委員会等を設け、慎重に検討の上改めてご相談申し上げることとしたい。(検討事項の中には、リハビリテーションその他の診察まで行なうか、また体育館利用者以外に一般社会人にまで門戸を開放するか等の問題も含まれる)
ハ、上記「スポーツ医学センター」(仮称)の完成までの間、体育館内に暫定的かつ小規模な「メディカル、ルーム」を置き、最小限の要求に応ずることとする。
(4)運動場について　過去8年間未利用空地として放置して来たが最近の社会情勢から見てこのままではとかくの批判を生む恐れもあるので、将来最終的な用途が決定するまで暫定的に運動場として整備し前述した体育館と同様の運用方針により三菱社員ならびに地域社会のスポーツ振興に利用したい。整備に際しては周囲のフェンスの強化のほか人工芝の振りつけを検討中であるが、その場合でも工事費は2億5000万円程度と思われる。
(5)所要資金とその調達方法
体育館等の工事費は目下見積もり中であるが恐らく今後竣工までに要する資金総額(49年4月～50年9月までの創業費用を含む)は、30億～33億程度かと思われる。これについては戸田艇庫の場合と同様三菱各社のご拠出をお願いすることとなるが、体育館「医学センター」および運動場の工事費については、厚生省の「健康増進センター資金助成装置」により日本開発銀行の融資を受ける金が開かれているので、研究中である(融資額は工事費の40％)。以上","5696
昭和49年6月12日理事会議事録添付文書",,
出来事,1974,7,10,,,,,,,"昭和49年7月10日
(1)スポーツクラブ巣鴨体育館建築工事は、政府の大規模建築抑制の方針に沿い、本年2月以降いったん中止していたが、去る5月29日政府の建築投資調整協議会において東海縮小計画案(地上4階地下1階延9,631㎡)が9月1日より工事再開の承認を得たので、右に関し予算並びに運営方針等につき審議した。
なお、隣接の当会所有地13,497㎡については、将来その用途が決定するまで、上記体育館の付属運動場として有効利用を図るため必要な整備をすることにつき併せて審議した。
(2)その他
イ　丸の内美化協会・㈶老人福祉開発センター、㈶医学研究振興財団、豊島区社会福祉事業に理事会決定の通りそれぞれ50万円宛寄贈した旨報告した","5716
昭和49年7月10日",,
出来事,1974,7,10,,,,,,,"昭和49年7月日
金曜会御中
月曜会(当番幹事　三菱地所)
三菱スポーツ・クラブ巣鴨体育館建築　工事再開ならびにグランド整備の件(伺い)
頭記体育館の新築工事は、本年2月8日の金曜会の決議により、政府の大規模建築抑制の方針に沿い一旦中止して今日に至つてろますが、去る5月29日の建築投資調整協議会において当方の縮小計画案(地上4階地下1階延9,631㎡)により9月1日より工事再開の承認を得ました。
ついては改めて工事の予算を立てたところ、最近の物価上昇、建築関係法規の変更等のため、極力節減に努めてもなお下記の予算額となるのでありますが、本計画のもたらす直接間接のメリットを考慮し、明50年9月竣工の予定をもつて工事を続行のことと致し度く御伺い申し上げます。
なお、工事費については、三菱スポーツクラブが三菱創業百年記念事業の一環として企画されたものであることに鑑み、金曜会々員(ここまでしかない)

収支の予測(1)～(2)の施設
建設費ならび創業費用(金曜会々員会社より三菱養和会への貸付金となる)の利息相当額を別としれば、稼働開始後1～2年で償却前の黒字までは持つて行ける見込であり、更に数年経てば償却も開始できると思われますが何分再三はもつぱら稼働率の如何に左右されるので、スポーツに対する根強い社会需要をバックに関係者協力してその工場に努める所存であります。
三菱スポーツクラブ建設費ならびに創業費用の総額(見込)
イ、すでに拠出ずみの額　
戸田艇庫建設費(家具、什器、備品を含む)　216,720,000円
創業費(49年3月までの分)　15,791,551円)
小計　232,511,511円
ロ、今後拠出を要する額
巣鴨体育館建設費(家具、什器、備品を含む)　2,850,000円
巣鴨運動場整備費　250,000,000円
創業費(49年4月～50年9月)
135,000,000円
小計　3,235,000,000円
総計　3,467,511,552円
(注)創業費中には体育館ならびに艇庫の不動産取得税および体育館建築敷地の固定資産税を含む。","5716
昭和49年7月10日の添付資料",,
出来事,1974,7,10,,,,,,,,5719　スポーツクラブ建設費用(予算),,
出来事,1974,9,11,,,,,,,"昭和49年9月11日
(1)巣鴨体育館建設工事の件
政府の大規模建築抑制の方針に沿い、本年2月意向いったん中止していた標記体育館建設工事は、若干規模を縮小し、過般政府の建築投資調整協議会承認の通り、党9月より下記により工事を再開することを議決した。
イ、巣鴨体育館
所在　東京都豊島区巣鴨2-61
工事予算　2,850,000,000円
内訳　本体工事　2,417,000,000,円
　　　付帯工事　269,000,000円
　　　設計監理　110,000,000円
(49年6月時単価による)
建物面積(延)9,631㎡
地上4階地下1階
工期　着工　昭和49年9月
　　　竣工　昭和50年9月
設計監理　三菱地所株式会社
共同企業体　株式会社竹中工務店
　　　　　　清水建設株式会社
　　　　　　三菱建設株式会社
　　　　　　戸田建設株式会社
ロ　巣鴨運動場
将来用途が決定するまで、体育館の付属運動場として使用する。
所在　東京都豊島区巣鴨2-52-1
敷地面積　13,497.55㎡
工事予算　約250,000,000円
(周囲ネット・人工芝設置等)
ハ　創業費(49年4月～50年9月)
予算　135,000,000円
上記合計　3,235,000,000円
なお、巣鴨体育館(建物本体)は、基本財産とする。
(2)巣鴨体育館建設資金借入れの件
標記建設資金(予算額3,235,000,000円　上記(1)の通り)は、別紙各社より借入れることとし、第1階分借入れ(285,000,000円)につき別紙の通り金銭消費貸借契約を締結することを、全員異議なく承認可決した。",,,
,,,,,,,,,,"昭和49年9月11日理事会議事録添付資料
1、スポーツクラブ諸費用支払資金借入の件
スポーツクラブ諸費用支払資金として、次の通り借入れることを承認した。
イ　借入額　1500万円(三菱信託より借入れ
ロ　担保　貸付信託担保
ハ　利率　年8.75％(8/20～11/20)
　　　　　但し、爾後は貸付信託のレートの関係で変更の場合もある
ニ　借入日及び返済期限
借入日　49年8月20日
返済期限　50年3月31日
2、巣鴨体育館運営方針について
沖理事より上記体育館運営方針につき説明し、次の通り了承を得た。
食道　協立(ダイヤホール)に委託
ビル管理　菱化サービスに委託
体育指導　セントラルｓポーツに委託
健康管理　慈恵医大講師大畠襄氏に委嘱　なお、各社診療所と連携を保つ
なお、建設費の支払方法、運転資金、建物償却等につき意見を交換した。
3、葉山用地処分について
上記処分につき、事務局より次の提案があつた。

①当会保養施設は赤倉・葉山の廃止により、熱海・箱根・片瀬の3ヶ所に減少し、また片瀬は環境上保養地としては不適になつて来ている。
②一方休日の増加により、余暇施設の増加が要望されている。
③旁々当会施設の利用状況は、アウトサイダーの減少により三菱各社(金曜会メンバー)の利用は81％に達し、略三菱専用に近い状態にある。
以上の点より、葉山用地は適当な保養地と交換することとし、金融逼迫の折ではあるが、スポーツクラブにおけると同様に三菱各社の醵出(貸付け)をお願いし、三菱各社共同の厚生施設を建設しては如何なものであろうか。","5731
昭和49年9月11日理事会議事録添付資料",,
出来事,1974,10,,,,,,,,田中首相、不透明な金銭授受による問題で辞意表明,,,
出来事,1974,10,9,,,,,,,"昭和49年10月9日議事録添付文書

賃貸施設(河口湖周辺のレジャー基地)
現有者　川口治夫(三菱本店営業第一部外国為替第一課)
所有者　川口忠夫(紹介者川口治夫氏の兄)
1、物件
所在地　山形県南都■郡河口湖町(別紙図面)
敷地　約50坪(近くに約600坪の空地あり、使用可)
建物　木造2階建(建築後約10年　別紙の通り改築)
改築後　階下　6,6,8,8,8洋間(8)　6間
　　　　階上　6,6,6,6,8,10(6間)
収容人員　25~6名
2、運営方法　委託運営　管理人　所有者妻川口栄子(41才)
3、費用(概算)
イ、家屋賃貸料(年)　(予定)　1,000,000,-
ロ、人件費(年)　2,520,000-
　　管理人兼従業員　9万/月　賞与　2月/年　1,260,000/年
　　従業員　　　　　　同上
ハ、木造光熱費(実費)　約4万/月　　　　480,000-
ニ、家具調度付属各一式指料　Ｘ
ホ、　アルバイト給料　α
合計　4,000,000-+(Ｘ+α)
なお、食事代は管理人において利用者上り材料費を請求する。(朝・夕食共1人前1,000円程度)","5751
昭和49年10月9日議事録添付文書",,
出来事,1974,12,26,,,,,,,"昭和49年12月26日
三菱スポーツクラブ巣鴨体育館ならびに付属グランド運営要領
目的
1、三菱27社従業員の身心の健康増進と懇親
2、一般地域住民のスポーツ活動の指導振興
3、収支の均衡に努め三菱27社、財政負担が課題となることを防ぐ
この3要求を同時に満足するよう最善の努力を払う。
時間帯別の地用形態別紙のとおり
■年度の収支予想
オープン後3年で平準稼働率を達成し、若干の償却前黒字を生むことを目標とする(別紙参照)
その場合の三菱27社の負担は拠出金利息相当額(年額約165万円)プラスアルファーとなる。
なお利息相当額は、乙記載のとおりコート、グランド等の時間制借上料として処理することとなるが、各社別の支出額は利息額と同額(すなわち金曜会比率による)として頂きたい。
(各社別利用実績によることとすると、結果として利用が制限される虞がある。因みに「特別時間帯」(ゴールデンアワー)におけるコートおよびグランドに対しては、供給力を超過する利用希望が見込まれるので、その場合は拠出比率に応じた利用割当を行なう)

利用率向上の方策
(1)三菱27社関係
特別時間帯について
イ　グランド、コートの利用についてはオール三菱大会各社社内大会、部の練習等にりようしてもらうよう競技別組織と協力して前広にスケジュールを作成するほかに、課内の懇親接待試合等に利用する余地もあり、あらかじめＰＲを行なう。
ロ　プールおよびトレーニングルームの利用については中高年層向け、女性向け、親子(幼児)向け等魅力あるスクーリングのプログラムを組ＰＲする。
2　一般地域関係
イ　地域青少年むけスクーリングは本事業の重要目的の１であるばかりでなく、採算性にも大きく影響するので、指導を担当するセントラルスポーツ(代表者　小野蕎氏)と緊密に協力し、広域的に(特に山手線都営地下鉄戦線につき)かつ前広に積極的なＰＲを行なう。
(生徒の収容力は週/回会員として約5000名)
なおスクーリングの名称は、たとえば
“養和“体育スクール
“養和“スイミングスクール
“養和“サッカースクール
“養和“剣道スクール
などとしたい。

ロ　ウイークデイーの午前中、豊島区教育委員会を窓口とし、小中学校の学校体育(ならびに若干の社会体育)の用に供する。なおこの件については利用範囲責任の所在等を明確にするため豊島区との間に覚書を締結する。　以上

財団法人三菱養和会三菱スポーツクラブ
巣鴨体育館ならびに巣鴨グランド利用規則(案)
財団法人三菱養和会三菱スポーツクラブ巣鴨体育館ならびに巣鴨グランド(以下単に本施設という)の利用については、次条以下の規定に従うものとする。
(利用者の範囲)
本施設は、財団法人三菱養和会(以下単に本会という)の会員、■の家族および一般スポーツ愛好者の利用に供するものとする。
(利用資格)
本施設を利用する者は次の要件を備えていなければならない。スポーツマンシップを守り純粋にスポーツを愛好する者であること。
財団法人スポーツ安全協会またはこれと同等の団体によるスポーツ傷害保険の被保険者であること。ただし本会が特に認めた場合はこの限りでない。
スポーツを行うに適した健康状態にある者であること。
他の利用者に不快、不安を与え、または病気を感染させる等の恐れのない者である
(■用形態)
本施設の利用形態は次のとおりとする。ただし本会が特に認めた場合はこの限りでない。
本会が実施する各種スポーツスクーリング会員としての個人利用
会社、官公庁、学校等の団体貸切利用
■用方法
本施設の利用方法は次のとおりとする。ただし本会が特に認めた場合はこの限りでない
第4条第1号の場合は、本会所定の手続に従いスクーリングに入会し、スクーリング会員の資格において利用すること。
第4条第2号の場合は、当該団体が本会所定の手続に従って本会の許可を受け、その団体の承認する者の資格においてりようすること。
■用料金
本施設を利用する団体および個人は、本会が別に定めるところによつて料金を本会に支払うものとする。
利用時間割)
本施設の利用者は、本会が指定する利用時間割に従って利用するものとする

施設管理者
本施設の利用者は、本会が指定した施設管理者の指示に従わなければならない
利用禁止
本施設利用に際し、公序良俗に反する者、他か利用者に迷惑を及ぼす者、施設器具等を故意に損傷した者もしくはその恐れのある者、その他施設管理者の指示に従わないものに対し得、本会は利用を廃止し、または以後の利用を禁止することができる。
■用者の事故の責任
本施設の利用者は、自己責任の危険負担において本施設を利用するものとし、本会は本施設利用に際し生じた盗難、傷害等一切の事故に関し、損害賠償責任を負わないものとする。
■器具の毀損
本施設の利用者は、本施設利用中に施設器具等を故意または過失により毀損させた場合には、損害賠償の責に任ずるものとする。
改訂の手続
本利用規則は本会理事会の決議がなければ改訂することができない。
付則
本利用規約は昭和50年10月1日より施行される",,,
出来事,1974,12,,,,,,,,三木内閣成立,,,
出来事,1975,1,,,,,,,,"昭和50年1月14日

覚書(案)
東京都豊島区(以下単に甲と称する)と財団法人三菱養和会(以下単に乙と称する)とは、乙が東京都豊島区巣鴨二丁目にｓん在するその所有地に建設する体育施設を一定の範囲において豊島区教育委員会(以下単に教育委員会と称する)の利用に供することに関し、次のとおり協定した。
利用に供する乙の施設)
教育委員会の使用に供する乙の施設は、次のとおりとする。
豊島区、巣鴨二丁目993番地
鉄筋コンクリート造地下1階地上4階建て1棟のうち2階体育館フロア1,927㎡
豊島区巣鴨2丁目52番地の1および61番地のうち
運動場(人工芝設置)
利用に供する時間帯)
前条の施設を教育委員会の使用に供する時間帯は、原則として次の通りとする。
毎週月曜より金曜に至る各日の午前9時より午前11時まで
教育委員会の行なる事業の内容
前2条により教育委員会が行なう事業は、豊島区および■周辺地区の小中学校の学校体育を主とし、一部社会体育■込むものとする。ただし社会体育事業の内容についてはあらかじめ乙が承諾したものに限る
教育委員会は、乙の施設を利用して特定の政治もしくは宗教■を持つ事業その他純粋の体育の範囲を逸脱した事業を■行ない、または第三者をして行なわせてはならない。
(■負担)
教育委員会の施設使用に関し、甲は乙に対し次の費用を負担する。
(■の責任)
第1条ないし第3条による教育委員会の使用中に生じた■の事故は、甲において責任を負い乙には果を及ぼさないものとする。
教育委員会の使用中乙の所有施設器具等に損害が生じたときは、
■は乙に対し賠償の責任に任ずる。
事業計画の作成)
■　教育委員会は、毎6ヶ月の期間ごとに第1条ないし第3条により実施する事業の計画を作成し、あらかじめ乙に提示し、■の承諾を求めるものとする。
■来における運動場用地の転用)
■　乙が第1条第2号に記載した運動場用地の全部または、一部を■の全般的な事業目的の達成のため他に転用することを■定したときは、6ヶ月前の予告により運動場としての用途を■するものとし、甲は何等の異議を止めない。
機械体操振興のための協力
■　乙は上記のほか地域住民の体育振興を目的とする次の事業を行ない、甲はその円滑な運営につき出来る限り協力するものとする。
主として少年少女、婦人を対象とする水泳体操サッカー等のスクーリング
プールの有料解放
体育指導者の研修養成
専門医による診断および体育処方
■約期間
本覚書の有効期間は第1条記載の施設が完成した日昭和50年10月中旬の予定から昭和52年3月末日までとする。ただし期限前3ヶ月前までに甲乙いずれかより何等かの意思表示がない限りさらに1年間延長するものとし、以後も同様とする。
■合意したことを証するため本覚書2通を作成し、甲乙双方の■者証印の上各1通を保有する
昭和50年　月　日
甲
乙",5794　昭和50年1月14日,,
出来事,1975,3,20,,,,,,,"昭和50年3月20日
(1)巣鴨体育館建設資金借入れの件
標記建設資金(予算額3,235,000,000円)繰入れにつき、第2回分(585,000,000円)として、別紙の通り金銭消費賃借契約を締結することを全員異議ナク承認可決した","5889
昭和50年3月20日",,
出来事,1975,3,20,,,,,,,"昭和50年3月20日
巣鴨体育館建設資金(予算額　3,235,000,000円)借入れにつき、第2回分(585,000,000円)として、別紙の通り金銭消費貸借契約を締結することを全員異議なく承認可決した","5904
昭和50年3月20日",,
出来事,1975,4,9,,,,,,,"昭和50年4月9日
尾久艇庫跡(基本財産)処分について
本件については、三菱信託の斡旋により、事務局・地主・買手(建築業、株式会社山月)の間において売買につき交渉が進められているが、基本財産の処分については処分可決の理事会議事録を付し、予め主務官庁の承認を得ることを要するので、交渉成立の場合は、直に事務局において別紙案の通り臨時理事会議事録を作成し、当局の承認を得、売買契約を締結するとともに、一方地主に対しては名義書換料並びに借地契約更新料を支払うことを承認した。なお、事務局より売却予定価格、名義書換料・契約更新料その他交渉経過等につき報告し、一同これを了承した

臨時理事会議事録　昭和50年4月9日
議事
(1)尾久艇庫(基本財産)譲渡処分の件
本件に関し、次の通り全員異議なく議決した。
物件　尾久艇庫　建物及び借地権
所在　東京都荒川東尾久八丁目26番10号
建物　延　179坪.992(木造スレート葺2階建)
上記物件(借地上に所在)は、戸田新艇庫へ移転のため不要となっているが、これを下記により譲渡処分のこととする
売却予定価格
名義書換料更新料
仲介業者手数料
差引手取予定額
なお、手取予定額は基本財産(預金)に繰入れる。","5836
昭和50年4月9日",,
